1, none, minecraft:the_void, AMBIENT, alexsmobs:fly, 10, 2, 3
2383, forest, byg:ebony_woods, MONSTER, minecraft:slime, 30, 4, 4
2384, forest, byg:ebony_woods, MONSTER, minecraft:spider, 30, 4, 4
2385, forest, byg:ebony_woods, MONSTER, minecraft:witch, 5, 1, 1
2386, forest, byg:ebony_woods, MONSTER, minecraft:zombie, 30, 4, 4
2387, forest, byg:ebony_woods, MONSTER, minecraft:zombie_villager, 10, 1, 1
2388, forest, byg:ebony_woods, MONSTER, quark:stoneling, 10, 1, 1
2389, forest, byg:ebony_woods, MONSTER, quark:toretoise, 10, 2, 4
2390, forest, byg:ebony_woods, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2391, forest, byg:ebony_woods, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
2392, forest, byg:ebony_woods, CREATURE, alexsmobs:raccoon, 10, 2, 4
2393, forest, byg:ebony_woods, CREATURE, alexsmobs:skunk, 10, 1, 2
2394, forest, byg:ebony_woods, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2395, forest, byg:ebony_woods, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2396, forest, byg:ebony_woods, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2397, forest, byg:ebony_woods, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2398, forest, byg:ebony_woods, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2399, forest, byg:ebony_woods, CREATURE, crittersandcompanions:ferret, 10, 2, 3
2400, forest, byg:ebony_woods, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
2401, forest, byg:ebony_woods, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2402, forest, byg:ebony_woods, CREATURE, hexerei:crow, 20, 2, 5
2403, forest, byg:ebony_woods, CREATURE, minecraft:chicken, 10, 4, 4
2404, forest, byg:ebony_woods, CREATURE, minecraft:cow, 10, 4, 4
2405, forest, byg:ebony_woods, CREATURE, minecraft:fox, 10, 2, 4
2406, forest, byg:ebony_woods, CREATURE, minecraft:pig, 10, 4, 4
2407, forest, byg:ebony_woods, CREATURE, minecraft:rabbit, 10, 2, 3
2408, forest, byg:ebony_woods, CREATURE, minecraft:sheep, 12, 4, 4
2409, forest, byg:ebony_woods, CREATURE, minecraft:wolf, 10, 4, 4
2410, forest, byg:ebony_woods, AMBIENT, alexsmobs:fly, 10, 2, 3
2411, forest, byg:ebony_woods, AMBIENT, minecraft:bat, 10, 8, 8
2412, forest, byg:ebony_woods, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2413, forest, byg:forgotten_forest, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2414, forest, byg:forgotten_forest, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2415, forest, byg:forgotten_forest, MONSTER, minecraft:enderman, 5, 1, 4
2416, forest, byg:forgotten_forest, MONSTER, quark:stoneling, 10, 1, 1
2417, forest, byg:forgotten_forest, MONSTER, quark:toretoise, 10, 2, 4
2418, forest, byg:forgotten_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2419, forest, byg:forgotten_forest, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
2420, forest, byg:forgotten_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2421, forest, byg:forgotten_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
2422, forest, byg:forgotten_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2423, forest, byg:forgotten_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2424, forest, byg:forgotten_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2425, forest, byg:forgotten_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2426, forest, byg:forgotten_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2427, forest, byg:forgotten_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
2428, forest, byg:forgotten_forest, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
2429, forest, byg:forgotten_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2430, forest, byg:forgotten_forest, CREATURE, hexerei:crow, 20, 2, 5
2431, forest, byg:forgotten_forest, CREATURE, minecraft:chicken, 10, 4, 4
2432, forest, byg:forgotten_forest, CREATURE, minecraft:cow, 10, 4, 4
2433, forest, byg:forgotten_forest, CREATURE, minecraft:pig, 10, 4, 4
2434, forest, byg:forgotten_forest, CREATURE, minecraft:sheep, 12, 4, 4
2435, forest, byg:forgotten_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
2436, forest, byg:forgotten_forest, AMBIENT, minecraft:bat, 10, 8, 8
2437, forest, byg:forgotten_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2438, forest, byg:temperate_grove, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2439, forest, byg:temperate_grove, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2440, forest, byg:temperate_grove, MONSTER, minecraft:creeper, 30, 4, 4
2441, forest, byg:temperate_grove, MONSTER, minecraft:enderman, 5, 1, 4
2442, forest, byg:temperate_grove, MONSTER, minecraft:skeleton, 30, 4, 4
2443, forest, byg:temperate_grove, MONSTER, minecraft:slime, 30, 4, 4
2444, forest, byg:temperate_grove, MONSTER, minecraft:spider, 30, 4, 4
2445, forest, byg:temperate_grove, MONSTER, minecraft:witch, 5, 1, 1
2446, forest, byg:temperate_grove, MONSTER, minecraft:zombie, 30, 4, 4
2447, forest, byg:temperate_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
2448, forest, byg:temperate_grove, MONSTER, quark:stoneling, 10, 1, 1
2449, forest, byg:temperate_grove, MONSTER, quark:toretoise, 10, 2, 4
2450, forest, byg:temperate_grove, CREATURE, alexsmobs:bison, 10, 6, 10
2451, forest, byg:temperate_grove, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2452, forest, byg:temperate_grove, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
2453, forest, byg:temperate_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
2454, forest, byg:temperate_grove, CREATURE, alexsmobs:skunk, 10, 1, 2
2455, forest, byg:temperate_grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2456, forest, byg:temperate_grove, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2457, forest, byg:temperate_grove, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2458, forest, byg:temperate_grove, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2459, forest, byg:temperate_grove, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2460, forest, byg:temperate_grove, CREATURE, crittersandcompanions:ferret, 5, 2, 3
2461, forest, byg:temperate_grove, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
2462, forest, byg:temperate_grove, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
2463, forest, byg:temperate_grove, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2464, forest, byg:temperate_grove, CREATURE, hexerei:crow, 20, 2, 5
2465, forest, byg:temperate_grove, CREATURE, minecraft:chicken, 10, 4, 4
2466, forest, byg:temperate_grove, CREATURE, minecraft:cow, 10, 4, 4
2467, forest, byg:temperate_grove, CREATURE, minecraft:pig, 10, 4, 4
2468, forest, byg:temperate_grove, CREATURE, minecraft:sheep, 12, 4, 4
2469, forest, byg:temperate_grove, CREATURE, mythicmounts:acencia, 15, 2, 3
2470, forest, byg:temperate_grove, AMBIENT, alexsmobs:fly, 10, 2, 3
2471, forest, byg:temperate_grove, AMBIENT, minecraft:bat, 10, 8, 8
2472, forest, byg:temperate_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2473, jungle, byg:guiana_shield, MONSTER, creeperoverhaul:bamboo_creeper, 30, 2, 2
2474, jungle, byg:guiana_shield, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2475, jungle, byg:guiana_shield, MONSTER, creeperoverhaul:jungle_creeper, 30, 2, 2
2476, jungle, byg:guiana_shield, MONSTER, minecraft:enderman, 5, 1, 4
2477, jungle, byg:guiana_shield, MONSTER, minecraft:skeleton, 30, 4, 4
2478, jungle, byg:guiana_shield, MONSTER, minecraft:slime, 30, 4, 4
2479, jungle, byg:guiana_shield, MONSTER, minecraft:spider, 30, 4, 4
2480, jungle, byg:guiana_shield, MONSTER, minecraft:witch, 5, 1, 1
2481, jungle, byg:guiana_shield, MONSTER, minecraft:zombie, 30, 4, 4
2482, jungle, byg:guiana_shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
2483, jungle, byg:guiana_shield, MONSTER, quark:stoneling, 10, 1, 1
2484, jungle, byg:guiana_shield, MONSTER, quark:toretoise, 10, 2, 4
2485, jungle, byg:guiana_shield, CREATURE, alexsmobs:capuchin_monkey, 15, 9, 12
2486, jungle, byg:guiana_shield, CREATURE, alexsmobs:gorilla, 25, 7, 7
2487, jungle, byg:guiana_shield, CREATURE, alexsmobs:hummingbird, 25, 7, 7
2488, jungle, byg:guiana_shield, CREATURE, alexsmobs:toucan, 23, 5, 5
2489, jungle, byg:guiana_shield, CREATURE, cnb:lizard, 15, 1, 4
2490, jungle, byg:guiana_shield, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
2491, jungle, byg:guiana_shield, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2492, jungle, byg:guiana_shield, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
2493, jungle, byg:guiana_shield, CREATURE, minecraft:ocelot, 10, 1, 1
2494, jungle, byg:guiana_shield, CREATURE, minecraft:parrot, 30, 1, 2
2495, jungle, byg:guiana_shield, AMBIENT, minecraft:bat, 10, 8, 8
2496, jungle, byg:guiana_shield, AMBIENT, mythicmounts:geckotoalizard, 13, 1, 1
2497, jungle, byg:guiana_shield, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2498, extreme_hills, byg:howling_peaks, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2499, extreme_hills, byg:howling_peaks, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2500, extreme_hills, byg:howling_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2501, extreme_hills, byg:howling_peaks, MONSTER, minecraft:skeleton, 30, 4, 4
2502, extreme_hills, byg:howling_peaks, MONSTER, minecraft:slime, 30, 4, 4
2503, extreme_hills, byg:howling_peaks, MONSTER, minecraft:spider, 30, 4, 4
2504, extreme_hills, byg:howling_peaks, MONSTER, minecraft:witch, 5, 1, 1
2505, extreme_hills, byg:howling_peaks, MONSTER, quark:stoneling, 10, 1, 1
2506, extreme_hills, byg:howling_peaks, MONSTER, quark:toretoise, 10, 2, 4
2507, extreme_hills, byg:howling_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
2508, extreme_hills, byg:howling_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2509, extreme_hills, byg:howling_peaks, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2510, extreme_hills, byg:howling_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2511, extreme_hills, byg:howling_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2512, extreme_hills, byg:howling_peaks, CREATURE, environmental:yak, 15, 2, 4
2513, extreme_hills, byg:howling_peaks, CREATURE, minecraft:chicken, 10, 4, 4
2514, extreme_hills, byg:howling_peaks, CREATURE, minecraft:cow, 10, 4, 4
2515, extreme_hills, byg:howling_peaks, CREATURE, minecraft:fox, 10, 2, 4
2516, extreme_hills, byg:howling_peaks, CREATURE, minecraft:pig, 10, 4, 4
2517, extreme_hills, byg:howling_peaks, CREATURE, minecraft:rabbit, 10, 2, 3
2518, extreme_hills, byg:howling_peaks, CREATURE, minecraft:sheep, 12, 4, 4
2519, extreme_hills, byg:howling_peaks, CREATURE, mythicmounts:griffon, 15, 1, 1
2520, extreme_hills, byg:howling_peaks, CREATURE, quark:shiba, 30, 1, 3
2521, extreme_hills, byg:howling_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
2522, extreme_hills, byg:howling_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2523, extreme_hills, byg:howling_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2524, forest, byg:jacaranda_forest, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2525, forest, byg:jacaranda_forest, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2526, forest, byg:jacaranda_forest, MONSTER, minecraft:creeper, 30, 4, 4
2527, forest, byg:jacaranda_forest, MONSTER, minecraft:enderman, 5, 1, 4
2528, forest, byg:jacaranda_forest, MONSTER, minecraft:skeleton, 30, 4, 4
2529, forest, byg:jacaranda_forest, MONSTER, minecraft:slime, 30, 4, 4
2530, forest, byg:jacaranda_forest, MONSTER, minecraft:spider, 30, 4, 4
2531, forest, byg:jacaranda_forest, MONSTER, minecraft:witch, 5, 1, 1
2532, forest, byg:jacaranda_forest, MONSTER, minecraft:zombie, 30, 4, 4
2533, forest, byg:jacaranda_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2534, forest, byg:jacaranda_forest, MONSTER, quark:stoneling, 10, 1, 1
2535, forest, byg:jacaranda_forest, MONSTER, quark:toretoise, 10, 2, 4
2536, forest, byg:jacaranda_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2537, forest, byg:jacaranda_forest, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
2538, forest, byg:jacaranda_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2539, forest, byg:jacaranda_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
2540, forest, byg:jacaranda_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2541, forest, byg:jacaranda_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2542, forest, byg:jacaranda_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2543, forest, byg:jacaranda_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2544, forest, byg:jacaranda_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2545, forest, byg:jacaranda_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
2546, forest, byg:jacaranda_forest, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
2547, forest, byg:jacaranda_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2548, forest, byg:jacaranda_forest, CREATURE, hexerei:crow, 20, 2, 5
2549, forest, byg:jacaranda_forest, CREATURE, minecraft:chicken, 10, 4, 4
2550, forest, byg:jacaranda_forest, CREATURE, minecraft:cow, 10, 4, 4
2551, forest, byg:jacaranda_forest, CREATURE, minecraft:pig, 10, 4, 4
2552, forest, byg:jacaranda_forest, CREATURE, minecraft:sheep, 12, 4, 4
2553, forest, byg:jacaranda_forest, CREATURE, minecraft:wolf, 10, 4, 4
2554, forest, byg:jacaranda_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
2555, forest, byg:jacaranda_forest, AMBIENT, minecraft:bat, 10, 8, 8
2556, forest, byg:jacaranda_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2557, taiga, byg:maple_taiga, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2558, taiga, byg:maple_taiga, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2559, taiga, byg:maple_taiga, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2560, taiga, byg:maple_taiga, MONSTER, creeperoverhaul:spruce_creeper, 30, 2, 2
2561, taiga, byg:maple_taiga, MONSTER, minecraft:enderman, 5, 1, 4
2562, taiga, byg:maple_taiga, MONSTER, minecraft:skeleton, 30, 4, 4
2563, taiga, byg:maple_taiga, MONSTER, minecraft:slime, 30, 4, 4
2564, taiga, byg:maple_taiga, MONSTER, minecraft:spider, 30, 4, 4
2565, taiga, byg:maple_taiga, MONSTER, minecraft:witch, 5, 1, 1
2566, taiga, byg:maple_taiga, MONSTER, minecraft:zombie, 30, 4, 4
2567, taiga, byg:maple_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
2568, taiga, byg:maple_taiga, MONSTER, quark:stoneling, 10, 1, 1
2569, taiga, byg:maple_taiga, MONSTER, quark:toretoise, 10, 2, 4
2570, taiga, byg:maple_taiga, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2571, taiga, byg:maple_taiga, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
2572, taiga, byg:maple_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
2573, taiga, byg:maple_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2574, taiga, byg:maple_taiga, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2575, taiga, byg:maple_taiga, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2576, taiga, byg:maple_taiga, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2577, taiga, byg:maple_taiga, CREATURE, minecraft:chicken, 10, 4, 4
2578, taiga, byg:maple_taiga, CREATURE, minecraft:cow, 10, 4, 4
2579, taiga, byg:maple_taiga, CREATURE, minecraft:pig, 10, 4, 4
2580, taiga, byg:maple_taiga, CREATURE, minecraft:sheep, 12, 4, 4
2581, taiga, byg:maple_taiga, CREATURE, mythicmounts:acencia, 15, 2, 3
2582, taiga, byg:maple_taiga, CREATURE, mythicmounts:direwolf, 10, 2, 4
2583, taiga, byg:maple_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
2584, taiga, byg:maple_taiga, AMBIENT, minecraft:bat, 10, 8, 8
2585, taiga, byg:maple_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2586, none, byg:coconino_meadow, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2587, none, byg:coconino_meadow, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2588, none, byg:coconino_meadow, MONSTER, minecraft:creeper, 30, 4, 4
2589, none, byg:coconino_meadow, MONSTER, minecraft:enderman, 5, 1, 4
2590, none, byg:coconino_meadow, MONSTER, minecraft:skeleton, 30, 4, 4
2591, none, byg:coconino_meadow, MONSTER, minecraft:slime, 30, 4, 4
2592, none, byg:coconino_meadow, MONSTER, minecraft:spider, 30, 4, 4
2593, none, byg:coconino_meadow, MONSTER, minecraft:witch, 5, 1, 1
2594, none, byg:coconino_meadow, MONSTER, minecraft:zombie, 30, 4, 4
2595, none, byg:coconino_meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
2596, none, byg:coconino_meadow, MONSTER, quark:stoneling, 10, 1, 1
2597, none, byg:coconino_meadow, MONSTER, quark:toretoise, 10, 2, 4
2598, none, byg:coconino_meadow, CREATURE, alexsmobs:bison, 10, 6, 10
2599, none, byg:coconino_meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
2600, none, byg:coconino_meadow, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2601, none, byg:coconino_meadow, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2602, none, byg:coconino_meadow, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2603, none, byg:coconino_meadow, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2604, none, byg:coconino_meadow, CREATURE, minecraft:cow, 10, 4, 4
2605, none, byg:coconino_meadow, AMBIENT, alexsmobs:fly, 10, 2, 3
2606, none, byg:coconino_meadow, AMBIENT, minecraft:bat, 10, 8, 8
2607, none, byg:coconino_meadow, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2608, desert, byg:mojave_desert, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2609, desert, byg:mojave_desert, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2610, desert, byg:mojave_desert, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2611, desert, byg:mojave_desert, MONSTER, creeperoverhaul:desert_creeper, 30, 2, 2
2612, desert, byg:mojave_desert, MONSTER, minecraft:enderman, 5, 1, 4
2613, desert, byg:mojave_desert, MONSTER, minecraft:husk, 30, 4, 4
2614, desert, byg:mojave_desert, MONSTER, minecraft:skeleton, 30, 4, 4
2615, desert, byg:mojave_desert, MONSTER, minecraft:slime, 30, 4, 4
2616, desert, byg:mojave_desert, MONSTER, minecraft:spider, 30, 4, 4
2617, desert, byg:mojave_desert, MONSTER, minecraft:witch, 5, 1, 1
2618, desert, byg:mojave_desert, MONSTER, minecraft:zombie, 19, 4, 4
2619, desert, byg:mojave_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
2620, desert, byg:mojave_desert, MONSTER, quark:stoneling, 10, 1, 1
2621, desert, byg:mojave_desert, MONSTER, quark:toretoise, 10, 2, 4
2622, desert, byg:mojave_desert, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2623, desert, byg:mojave_desert, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2624, desert, byg:mojave_desert, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2625, desert, byg:mojave_desert, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2626, desert, byg:mojave_desert, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
2627, desert, byg:mojave_desert, AMBIENT, alexsmobs:fly, 10, 2, 3
2628, desert, byg:mojave_desert, AMBIENT, mythicmounts:geckotoalizard, 12, 1, 1
2629, desert, byg:mojave_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2630, none, byg:cardinal_tundra, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2631, none, byg:cardinal_tundra, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2632, none, byg:cardinal_tundra, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
2633, none, byg:cardinal_tundra, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
2634, none, byg:cardinal_tundra, MONSTER, minecraft:enderman, 5, 1, 4
2635, none, byg:cardinal_tundra, MONSTER, minecraft:skeleton, 20, 4, 4
2636, none, byg:cardinal_tundra, MONSTER, minecraft:slime, 30, 4, 4
2637, none, byg:cardinal_tundra, MONSTER, minecraft:spider, 30, 4, 4
2638, none, byg:cardinal_tundra, MONSTER, minecraft:stray, 30, 4, 4
2639, none, byg:cardinal_tundra, MONSTER, minecraft:witch, 5, 1, 1
2640, none, byg:cardinal_tundra, MONSTER, minecraft:zombie, 30, 4, 4
2641, none, byg:cardinal_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
2642, none, byg:cardinal_tundra, MONSTER, quark:stoneling, 10, 1, 1
2643, none, byg:cardinal_tundra, MONSTER, quark:toretoise, 10, 2, 4
2644, none, byg:cardinal_tundra, CREATURE, alexsmobs:bison, 10, 6, 10
2645, none, byg:cardinal_tundra, CREATURE, alexsmobs:raccoon, 10, 2, 4
2646, none, byg:cardinal_tundra, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
2647, none, byg:cardinal_tundra, CREATURE, alexsmobs:tusklin, 18, 3, 5
2648, none, byg:cardinal_tundra, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2649, none, byg:cardinal_tundra, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2650, none, byg:cardinal_tundra, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2651, none, byg:cardinal_tundra, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2652, none, byg:cardinal_tundra, CREATURE, environmental:yak, 15, 2, 4
2653, none, byg:cardinal_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
2654, none, byg:cardinal_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
2655, none, byg:cardinal_tundra, AMBIENT, alexsmobs:fly, 10, 2, 3
2656, none, byg:cardinal_tundra, AMBIENT, minecraft:bat, 10, 8, 8
2657, none, byg:cardinal_tundra, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2658, forest, byg:orchard, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2659, forest, byg:orchard, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2660, forest, byg:orchard, MONSTER, minecraft:creeper, 30, 4, 4
2661, forest, byg:orchard, MONSTER, minecraft:enderman, 5, 1, 4
2662, forest, byg:orchard, MONSTER, minecraft:skeleton, 30, 4, 4
2663, forest, byg:orchard, MONSTER, minecraft:slime, 30, 4, 4
2664, forest, byg:orchard, MONSTER, minecraft:spider, 30, 4, 4
2665, forest, byg:orchard, MONSTER, minecraft:witch, 5, 1, 1
2666, forest, byg:orchard, MONSTER, minecraft:zombie, 30, 4, 4
2667, forest, byg:orchard, MONSTER, minecraft:zombie_villager, 10, 1, 1
2668, forest, byg:orchard, MONSTER, quark:stoneling, 10, 1, 1
2669, forest, byg:orchard, MONSTER, quark:toretoise, 10, 2, 4
2670, forest, byg:orchard, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2671, forest, byg:orchard, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
2672, forest, byg:orchard, CREATURE, alexsmobs:raccoon, 10, 2, 4
2673, forest, byg:orchard, CREATURE, alexsmobs:skunk, 10, 1, 2
2674, forest, byg:orchard, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2675, forest, byg:orchard, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2676, forest, byg:orchard, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2677, forest, byg:orchard, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2678, forest, byg:orchard, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2679, forest, byg:orchard, CREATURE, crittersandcompanions:ferret, 10, 2, 3
2680, forest, byg:orchard, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 2
2681, forest, byg:orchard, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2682, forest, byg:orchard, CREATURE, hexerei:crow, 20, 2, 5
2683, forest, byg:orchard, CREATURE, minecraft:chicken, 10, 4, 4
2684, forest, byg:orchard, CREATURE, minecraft:cow, 10, 4, 4
2685, forest, byg:orchard, CREATURE, minecraft:pig, 10, 4, 4
2686, forest, byg:orchard, CREATURE, minecraft:rabbit, 10, 2, 3
2687, forest, byg:orchard, CREATURE, minecraft:sheep, 12, 4, 4
2688, forest, byg:orchard, AMBIENT, alexsmobs:fly, 10, 2, 3
2689, forest, byg:orchard, AMBIENT, minecraft:bat, 10, 8, 8
2690, forest, byg:orchard, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2691, none, byg:prairie, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
2692, none, byg:prairie, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
2693, none, byg:prairie, MONSTER, minecraft:creeper, 30, 4, 4
2694, none, byg:prairie, MONSTER, minecraft:enderman, 5, 1, 4
2695, none, byg:prairie, MONSTER, minecraft:skeleton, 30, 4, 4
2696, none, byg:prairie, MONSTER, minecraft:slime, 30, 4, 4
2697, none, byg:prairie, MONSTER, minecraft:spider, 30, 4, 4
2698, none, byg:prairie, MONSTER, minecraft:witch, 5, 1, 1
2699, none, byg:prairie, MONSTER, minecraft:zombie, 30, 4, 4
2700, none, byg:prairie, MONSTER, minecraft:zombie_villager, 10, 1, 1
2701, none, byg:prairie, MONSTER, quark:stoneling, 10, 1, 1
2702, none, byg:prairie, MONSTER, quark:toretoise, 10, 2, 4
2703, none, byg:prairie, CREATURE, alexsmobs:bison, 10, 6, 10
2704, none, byg:prairie, CREATURE, alexsmobs:raccoon, 10, 2, 4
2705, none, byg:prairie, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2706, none, byg:prairie, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
